depth	age	Mg/Ca	Sr/Ca	
19.862	8895.558	44.817	0.380	
19.862	8895.485	35.844	0.353	
19.862	8895.413	42.996	0.379	
19.862	8895.341	42.815	0.348	
19.862	8895.269	41.912	0.332	
19.862	8895.198	40.757	0.373	
19.862	8895.126	36.644	0.336	
19.861	8895.054	42.054	0.411	
19.861	8894.982	40.115	0.370	
19.861	8894.910	39.419	0.411	
19.861	8894.839	45.205	0.352	
19.861	8894.767	41.386	0.371	
19.861	8894.695	37.796	0.426	
19.861	8894.624	44.429	0.373	
19.861	8894.552	37.375	0.322	
19.861	8894.481	41.659	0.387	
19.861	8894.410	39.545	0.332	
19.861	8894.338	38.469	0.352	
19.861	8894.267	38.365	0.385	
19.861	8894.196	42.437	0.350	
19.860	8894.124	41.742	0.334	
19.860	8894.053	38.644	0.431	
19.860	8893.982	41.649	0.362	
19.860	8893.911	40.905	0.339	
19.860	8893.840	56.734	0.521	
19.860	8893.769	44.627	0.362	
19.860	8893.698	43.413	0.457	
19.860	8893.627	47.279	0.384	
19.860	8893.556	41.140	0.398	
19.860	8893.485	45.158	0.382	
19.860	8893.414	42.240	0.356	
19.860	8893.344	39.926	0.350	
19.860	8893.273	49.832	0.487	
19.860	8893.202	39.846	0.329	
19.859	8893.132	41.206	0.465	
19.859	8893.061	40.225	0.397	
19.859	8892.991	41.784	0.383	
19.859	8892.920	41.794	0.356	
19.859	8892.850	39.460	0.343	
19.859	8892.779	33.967	0.338	
19.859	8892.709	42.977	0.429	
19.859	8892.639	44.278	0.409	
19.859	8892.568	40.946	0.358	
19.859	8892.498	46.298	0.381	
19.859	8892.428	42.784	0.409	
19.859	8892.358	43.304	0.415	
19.859	8892.288	44.890	0.430	
19.858	8892.218	40.281	0.399	
19.858	8892.148	53.766	0.491	
19.858	8892.078	36.727	0.336	
19.858	8892.008	46.614	0.386	
19.858	8891.938	44.376	0.419	
19.858	8891.868	44.218	0.401	
19.858	8891.799	49.623	0.434	
19.858	8891.729	50.795	0.388	
19.858	8891.659	31.984	0.285	
19.858	8891.589	44.956	0.359	
19.858	8891.520	44.664	0.402	
19.858	8891.450	42.007	0.374	
19.858	8891.381	39.668	0.423	
19.858	8891.311	49.115	0.377	
19.857	8891.242	43.595	0.331	
19.857	8891.172	41.887	0.361	
19.857	8891.103	43.043	0.434	
19.857	8891.034	43.237	0.375	
19.857	8890.965	42.289	0.402	
19.857	8890.895	44.379	0.314	
19.857	8890.826	44.687	0.417	
19.857	8890.757	39.231	0.407	
19.857	8890.688	40.102	0.340	
19.857	8890.619	37.136	0.316	
19.857	8890.550	46.185	0.413	
19.857	8890.481	55.105	0.370	
19.857	8890.412	49.152	0.397	
19.856	8890.343	41.268	0.401	
19.856	8890.274	49.359	0.430	
19.856	8890.206	42.530	0.333	
19.856	8890.137	53.036	0.457	
19.856	8890.068	51.058	0.420	
19.856	8889.999	46.077	0.412	
19.856	8889.931	41.877	0.348	
19.856	8889.862	37.223	0.370	
19.856	8889.794	43.884	0.363	
19.856	8889.725	45.872	0.421	
19.856	8889.657	44.879	0.403	
19.856	8889.588	46.847	0.396	
19.856	8889.520	43.095	0.371	
19.856	8889.452	40.532	0.352	
19.855	8889.383	41.958	0.380	
19.855	8889.315	39.317	0.377	
19.855	8889.247	43.716	0.403	
19.855	8889.179	52.698	0.374	
19.855	8889.111	42.328	0.414	
19.855	8889.043	42.754	0.370	
19.855	8888.975	49.162	0.374	
19.855	8888.907	39.671	0.385	
19.855	8888.839	51.396	0.459	
19.855	8888.771	43.609	0.373	
19.855	8888.703	43.322	0.402	
19.855	8888.635	42.705	0.376	
19.855	8888.567	41.763	0.387	
19.854	8888.500	46.988	0.368	
19.854	8888.432	42.999	0.403	
19.854	8888.364	38.030	0.349	
19.854	8888.297	43.667	0.413	
19.854	8888.229	42.777	0.357	
19.854	8888.162	46.061	0.344	
19.854	8888.094	40.305	0.354	
19.854	8888.027	47.116	0.413	
19.854	8887.959	44.142	0.412	
19.854	8887.892	44.167	0.377	
19.854	8887.825	41.287	0.353	
19.854	8887.758	44.252	0.367	
19.854	8887.690	42.717	0.360	
19.853	8887.623	43.508	0.381	
19.853	8887.556	39.113	0.320	
19.853	8887.489	49.743	0.413	
19.853	8887.422	39.908	0.362	
19.853	8887.355	45.268	0.407	
19.853	8887.288	41.328	0.369	
19.853	8887.221	41.656	0.390	
19.853	8887.154	37.857	0.338	
19.853	8887.087	41.671	0.403	
19.853	8887.020	44.922	0.335	
19.853	8886.954	45.905	0.409	
19.853	8886.887	43.799	0.357	
19.853	8886.820	48.594	0.379	
19.853	8886.754	40.851	0.361	
19.852	8886.687	43.436	0.412	
19.852	8886.620	39.900	0.333	
19.852	8886.554	44.761	0.358	
19.852	8886.487	39.254	0.343	
19.852	8886.421	48.545	0.460	
19.852	8886.355	44.409	0.406	
19.852	8886.288	41.115	0.373	
19.852	8886.222	43.034	0.376	
19.852	8886.156	42.236	0.414	
19.852	8886.089	46.633	0.407	
19.852	8886.023	42.118	0.391	
19.852	8885.957	51.967	0.447	
19.852	8885.891	34.719	0.316	
19.851	8885.825	44.767	0.393	
19.851	8885.759	47.214	0.420	
19.851	8885.693	53.315	0.434	
19.851	8885.627	44.333	0.402	
19.851	8885.561	50.593	0.437	
19.851	8885.495	45.165	0.389	
19.851	8885.429	42.959	0.382	
19.851	8885.363	41.017	0.357	
19.851	8885.298	50.289	0.458	
19.851	8885.232	42.753	0.369	
19.851	8885.166	43.294	0.427	
19.851	8885.101	37.847	0.350	
19.851	8885.035	46.349	0.382	
19.851	8884.970	42.873	0.340	
19.850	8884.904	47.770	0.367	
19.850	8884.839	36.726	0.334	
19.850	8884.773	43.511	0.360	
19.850	8884.708	40.910	0.334	
19.850	8884.642	42.250	0.384	
19.850	8884.577	41.584	0.407	
19.850	8884.512	40.284	0.355	
19.850	8884.447	36.030	0.322	
19.850	8884.381	40.567	0.352	
19.850	8884.316	45.219	0.399	
19.850	8884.251	41.936	0.327	
19.850	8884.186	42.113	0.379	
19.850	8884.121	39.595	0.376	
19.849	8884.056	41.392	0.374	
19.849	8883.991	43.613	0.355	
19.849	8883.926	38.287	0.307	
19.849	8883.861	43.956	0.325	
19.849	8883.797	39.217	0.398	
19.849	8883.732	40.820	0.357	
19.849	8883.667	42.596	0.350	
19.849	8883.602	38.517	0.335	
19.849	8883.538	39.187	0.353	
19.849	8883.473	40.516	0.348	
19.849	8883.408	39.552	0.344	
19.849	8883.344	40.496	0.401	
19.849	8883.279	37.166	0.309	
19.848	8883.215	41.793	0.414	
19.848	8883.151	37.550	0.335	
19.848	8883.086	47.709	0.389	
19.848	8883.022	38.033	0.339	
19.848	8882.957	39.882	0.359	
19.848	8882.893	42.603	0.355	
19.848	8882.829	42.692	0.378	
19.848	8882.765	43.051	0.410	
19.848	8882.701	41.589	0.357	
19.848	8882.636	42.071	0.358	
19.848	8882.572	45.358	0.421	
19.848	8882.508	41.589	0.421	
19.848	8882.444	39.326	0.378	
19.848	8882.380	43.396	0.432	
19.847	8882.316	35.289	0.371	
19.847	8882.253	38.014	0.359	
19.847	8882.189	41.789	0.377	
19.847	8882.125	47.170	0.371	
19.847	8882.061	39.978	0.344	
19.847	8881.997	38.324	0.379	
19.847	8881.934	40.958	0.377	
19.847	8881.870	45.256	0.387	
19.847	8881.807	44.576	0.398	
19.847	8881.743	38.687	0.355	
19.847	8881.679	43.315	0.388	
19.847	8881.616	40.753	0.337	
19.847	8881.552	46.259	0.385	
19.846	8881.489	45.681	0.409	
19.846	8881.426	43.067	0.403	
19.846	8881.362	39.349	0.368	
19.846	8881.299	47.862	0.378	
19.846	8881.236	42.853	0.424	
19.846	8881.173	51.496	0.404	
19.846	8881.109	42.902	0.366	
19.846	8881.046	37.286	0.411	
19.846	8880.983	45.894	0.416	
19.846	8880.920	39.663	0.368	
19.846	8880.857	43.457	0.336	
19.846	8880.794	49.196	0.387	
19.846	8880.731	35.083	0.336	
19.846	8880.668	40.687	0.371	
19.845	8880.605	43.336	0.352	
19.845	8880.542	44.663	0.386	
19.845	8880.480	37.506	0.393	
19.845	8880.417	41.643	0.412	
19.845	8880.354	33.134	0.367	
19.845	8880.291	43.181	0.348	
19.845	8880.229	43.543	0.350	
19.845	8880.166	43.838	0.410	
19.845	8880.104	42.061	0.356	
19.845	8880.041	42.656	0.389	
19.845	8879.978	35.860	0.331	
19.845	8879.916	40.834	0.383	
19.845	8879.854	39.252	0.378	
19.844	8879.791	44.964	0.377	
19.844	8879.729	49.033	0.424	
19.844	8879.667	44.860	0.437	
19.844	8879.604	41.039	0.434	
19.844	8879.542	36.743	0.362	
19.844	8879.480	37.967	0.343	
19.844	8879.418	41.470	0.440	
19.844	8879.356	45.862	0.403	
19.844	8879.293	38.651	0.336	
19.844	8879.231	42.591	0.403	
19.844	8879.169	40.053	0.440	
19.844	8879.107	37.025	0.356	
19.844	8879.045	40.344	0.344	
19.844	8878.984	51.659	0.409	
19.843	8878.922	39.532	0.390	
19.843	8878.860	49.803	0.410	
19.843	8878.798	43.921	0.438	
19.843	8878.736	40.992	0.410	
19.843	8878.675	42.440	0.405	
19.843	8878.613	46.416	0.506	
19.843	8878.551	41.594	0.375	
19.843	8878.490	46.101	0.428	
19.843	8878.428	44.554	0.399	
19.843	8878.367	56.522	0.482	
19.843	8878.305	40.934	0.340	
19.843	8878.244	52.141	0.485	
19.843	8878.182	39.162	0.383	
19.842	8878.121	41.646	0.413	
19.842	8878.059	43.690	0.350	
19.842	8877.998	44.643	0.436	
19.842	8877.937	41.698	0.338	
19.842	8877.876	39.299	0.370	
19.842	8877.814	37.105	0.331	
19.842	8877.753	43.303	0.443	
19.842	8877.692	43.741	0.422	
19.842	8877.631	47.577	0.463	
19.842	8877.570	42.625	0.386	
19.842	8877.509	41.074	0.416	
19.842	8877.448	35.374	0.337	
19.842	8877.387	45.077	0.393	
19.841	8877.326	40.315	0.381	
19.841	8877.265	47.016	0.388	
19.841	8877.204	41.874	0.373	
19.841	8877.144	42.245	0.372	
19.841	8877.083	41.153	0.393	
19.841	8877.022	43.975	0.393	
19.841	8876.961	35.510	0.332	
19.841	8876.901	49.303	0.337	
19.841	8876.840	41.689	0.345	
19.841	8876.780	49.728	0.403	
19.841	8876.719	42.714	0.387	
19.841	8876.659	46.986	0.358	
19.841	8876.598	42.058	0.333	
19.841	8876.538	43.619	0.424	
19.840	8876.477	44.411	0.352	
19.840	8876.417	38.186	0.380	
19.840	8876.356	38.461	0.329	
19.840	8876.296	41.788	0.379	
19.840	8876.236	42.203	0.374	
19.840	8876.176	38.624	0.396	
19.840	8876.116	43.462	0.482	
19.840	8876.055	45.358	0.365	
19.840	8875.995	45.962	0.355	
19.840	8875.935	48.966	0.344	
19.840	8875.875	41.540	0.434	
19.840	8875.815	42.667	0.411	
19.840	8875.755	49.426	0.396	
19.839	8875.695	41.966	0.380	
19.839	8875.635	45.332	0.427	
19.839	8875.575	44.790	0.431	
19.839	8875.516	40.075	0.351	
19.839	8875.456	37.102	0.343	
19.839	8875.396	50.476	0.419	
19.839	8875.336	44.596	0.408	
19.839	8875.277	43.336	0.393	
19.839	8875.217	36.211	0.315	
19.839	8875.157	48.986	0.432	
19.839	8875.098	39.961	0.328	
19.839	8875.038	34.668	0.345	
19.839	8874.979	37.500	0.309	
19.839	8874.919	44.868	0.362	
19.838	8874.860	42.212	0.356	
19.838	8874.800	41.884	0.397	
19.838	8874.741	45.975	0.490	
19.838	8874.682	51.139	0.416	
19.838	8874.622	42.985	0.351	
19.838	8874.563	43.305	0.381	
19.838	8874.504	47.401	0.316	
19.838	8874.445	41.053	0.378	
19.838	8874.385	46.380	0.400	
19.838	8874.326	43.857	0.410	
19.838	8874.267	39.625	0.356	
19.838	8874.208	45.647	0.465	
19.838	8874.149	39.499	0.371	
19.837	8874.090	42.980	0.419	
19.837	8874.031	41.543	0.409	
19.837	8873.972	46.581	0.390	
19.837	8873.913	40.498	0.352	
19.837	8873.854	43.115	0.395	
19.837	8873.796	46.446	0.372	
19.837	8873.737	44.006	0.403	
19.837	8873.678	37.409	0.317	
19.837	8873.619	41.567	0.377	
19.837	8873.561	54.620	0.432	
19.837	8873.502	43.707	0.344	
19.837	8873.443	39.383	0.335	
19.837	8873.385	45.563	0.397	
19.836	8873.326	40.544	0.368	
19.836	8873.268	44.638	0.463	
19.836	8873.209	46.717	0.396	
19.836	8873.151	42.669	0.470	
19.836	8873.092	40.848	0.347	
19.836	8873.034	45.949	0.354	
19.836	8872.976	51.423	0.473	
19.836	8872.917	43.684	0.403	
19.836	8872.859	49.978	0.384	
19.836	8872.801	45.357	0.391	
19.836	8872.743	46.892	0.371	
19.836	8872.685	45.504	0.401	
19.836	8872.626	37.141	0.332	
19.836	8872.568	40.034	0.377	
19.835	8872.510	42.545	0.348	
19.835	8872.452	47.114	0.405	
19.835	8872.394	44.114	0.334	
19.835	8872.336	46.899	0.407	
19.835	8872.278	43.061	0.402	
19.835	8872.220	44.628	0.450	
19.835	8872.163	45.584	0.411	
19.835	8872.105	44.434	0.378	
19.835	8872.047	46.848	0.378	
19.835	8871.989	37.812	0.333	
19.835	8871.931	57.937	0.385	
19.835	8871.874	38.805	0.320	
19.835	8871.816	39.825	0.349	
19.834	8871.758	46.718	0.453	
19.834	8871.701	43.255	0.386	
19.834	8871.643	39.386	0.344	
19.834	8871.586	42.849	0.394	
19.834	8871.528	41.696	0.321	
19.834	8871.471	38.500	0.317	
19.834	8871.413	38.417	0.396	
19.834	8871.356	42.163	0.424	
19.834	8871.298	44.540	0.384	
19.834	8871.241	47.210	0.377	
19.834	8871.184	40.807	0.365	
19.834	8871.127	44.456	0.351	
19.834	8871.069	47.235	0.393	
19.834	8871.012	39.135	0.323	
19.833	8870.955	43.526	0.387	
19.833	8870.898	37.803	0.406	
19.833	8870.841	40.172	0.396	
19.833	8870.784	38.286	0.348	
19.833	8870.727	41.565	0.375	
19.833	8870.670	40.960	0.362	
19.833	8870.613	46.599	0.375	
19.833	8870.556	34.617	0.328	
19.833	8870.499	43.795	0.378	
19.833	8870.442	40.666	0.326	
19.833	8870.385	38.227	0.324	
19.833	8870.328	37.692	0.323	
19.833	8870.271	44.575	0.373	
19.832	8870.215	36.362	0.320	
19.832	8870.158	39.684	0.381	
19.832	8870.101	43.991	0.362	
19.832	8870.045	39.436	0.370	
19.832	8869.988	37.355	0.327	
19.832	8869.931	42.559	0.326	
19.832	8869.875	43.411	0.360	
19.832	8869.818	39.349	0.351	
19.832	8869.762	43.378	0.359	
19.832	8869.705	40.273	0.326	
19.832	8869.649	45.764	0.371	
19.832	8869.593	42.951	0.353	
19.832	8869.536	43.497	0.380	
19.832	8869.480	36.056	0.312	
19.831	8869.424	42.129	0.374	
19.831	8869.367	40.210	0.370	
19.831	8869.311	47.682	0.412	
19.831	8869.255	38.901	0.324	
19.831	8869.199	37.747	0.393	
19.831	8869.143	36.869	0.340	
19.831	8869.086	37.303	0.353	
19.831	8869.030	40.030	0.341	
19.831	8868.974	40.584	0.394	
19.831	8868.918	37.673	0.360	
19.831	8868.862	42.930	0.376	
19.831	8868.806	37.607	0.350	
19.831	8868.750	43.569	0.408	
19.830	8868.695	35.424	0.339	
19.830	8868.639	38.137	0.336	
19.830	8868.583	35.276	0.330	
19.830	8868.527	41.212	0.387	
19.830	8868.471	39.924	0.340	
19.830	8868.416	44.124	0.387	
19.830	8868.360	38.133	0.338	
19.830	8868.304	41.685	0.380	
19.830	8868.249	39.302	0.345	
19.830	8868.193	44.194	0.382	
19.830	8868.137	37.710	0.352	
19.830	8868.082	45.761	0.418	
19.830	8868.026	39.372	0.359	
19.829	8867.971	42.813	0.415	
19.829	8867.915	37.286	0.330	
19.829	8867.860	41.151	0.372	
19.829	8867.805	38.239	0.358	
19.829	8867.749	46.270	0.392	
19.829	8867.694	34.902	0.321	
19.829	8867.639	43.447	0.363	
19.829	8867.583	39.185	0.338	
19.829	8867.528	41.029	0.392	
19.829	8867.473	34.510	0.320	
19.829	8867.418	41.164	0.338	
19.829	8867.363	39.549	0.373	
19.829	8867.308	40.607	0.341	
19.829	8867.253	40.266	0.362	
19.828	8867.197	41.027	0.347	
19.828	8867.142	40.015	0.348	
19.828	8867.087	46.926	0.366	
19.828	8867.033	40.100	0.364	
19.828	8866.978	44.391	0.355	
19.828	8866.923	40.827	0.330	
19.828	8866.868	37.876	0.377	
19.828	8866.813	43.872	0.381	
19.828	8866.758	38.126	0.364	
19.828	8866.703	41.144	0.367	
19.828	8866.649	37.683	0.350	
19.828	8866.594	49.155	0.393	
19.828	8866.539	42.407	0.376	
19.827	8866.485	38.080	0.346	
19.827	8866.430	37.764	0.373	
19.827	8866.375	38.244	0.348	
19.827	8866.321	46.394	0.385	
19.827	8866.266	39.229	0.370	
19.827	8866.212	40.877	0.338	
19.827	8866.157	39.484	0.353	
19.827	8866.103	44.117	0.350	
19.827	8866.049	35.374	0.339	
19.827	8865.994	38.832	0.369	
19.827	8865.940	37.280	0.347	
19.827	8865.886	37.772	0.387	
19.827	8865.831	42.870	0.369	
19.827	8865.777	38.277	0.360	
19.826	8865.723	42.330	0.374	
19.826	8865.669	37.934	0.354	
19.826	8865.614	42.165	0.387	
19.826	8865.560	42.612	0.382	
19.826	8865.506	38.953	0.375	
19.826	8865.452	41.729	0.342	
19.826	8865.398	39.024	0.356	
19.826	8865.344	39.147	0.367	
19.826	8865.290	39.406	0.375	
19.826	8865.236	39.981	0.347	
19.826	8865.182	40.402	0.363	
19.826	8865.128	43.387	0.354	
19.826	8865.074	38.035	0.334	
19.825	8865.020	41.194	0.361	
19.825	8864.967	38.577	0.364	
19.825	8864.913	39.896	0.341	
19.825	8864.859	38.427	0.355	
19.825	8864.805	37.654	0.333	
19.825	8864.752	43.658	0.358	
19.825	8864.698	40.332	0.370	
19.825	8864.644	40.784	0.345	
19.825	8864.591	40.927	0.346	
19.825	8864.537	43.447	0.407	
19.825	8864.484	40.390	0.351	
19.825	8864.430	44.105	0.370	
19.825	8864.377	42.077	0.417	
19.824	8864.323	40.487	0.373	
19.824	8864.270	43.078	0.384	
19.824	8864.216	38.627	0.348	
19.824	8864.163	43.562	0.384	
19.824	8864.110	41.527	0.413	
19.824	8864.056	45.421	0.397	
19.824	8864.003	39.890	0.386	
19.824	8863.950	41.832	0.423	
19.824	8863.896	38.620	0.362	
19.824	8863.843	45.532	0.396	
19.824	8863.790	40.042	0.392	
19.824	8863.737	43.982	0.397	
19.824	8863.684	40.077	0.383	
19.824	8863.631	49.984	0.447	
19.823	8863.578	38.870	0.362	
19.823	8863.525	44.907	0.377	
19.823	8863.472	42.569	0.376	
19.823	8863.419	47.336	0.393	
19.823	8863.366	43.539	0.360	
19.823	8863.313	42.903	0.414	
19.823	8863.260	43.511	0.391	
19.823	8863.207	43.529	0.385	
19.823	8863.154	42.973	0.360	
19.823	8863.101	39.154	0.344	
19.823	8863.049	44.771	0.354	
19.823	8862.996	43.307	0.380	
19.823	8862.943	38.111	0.355	
19.822	8862.890	43.176	0.375	
19.822	8862.838	43.095	0.360	
19.822	8862.785	42.588	0.368	
19.822	8862.733	42.070	0.344	
19.822	8862.680	45.968	0.365	
19.822	8862.627	41.426	0.324	
19.822	8862.575	43.904	0.380	
19.822	8862.522	42.768	0.375	
19.822	8862.470	44.627	0.378	
19.822	8862.417	37.179	0.325	
19.822	8862.365	39.566	0.357	
19.822	8862.313	41.190	0.340	
19.822	8862.260	42.209	0.324	
19.822	8862.208	37.748	0.334	
19.821	8862.156	37.910	0.319	
19.821	8862.103	35.911	0.333	
19.821	8862.051	41.317	0.343	
19.821	8861.999	37.788	0.343	
19.821	8861.947	43.049	0.355	
19.821	8861.895	35.153	0.333	
19.821	8861.842	44.511	0.388	
19.821	8861.790	40.291	0.338	
19.821	8861.738	44.419	0.366	
19.821	8861.686	35.290	0.309	
19.821	8861.634	47.750	0.417	
19.821	8861.582	38.093	0.325	
19.821	8861.530	45.169	0.392	
19.820	8861.478	37.411	0.304	
19.820	8861.426	45.694	0.368	
19.820	8861.374	37.580	0.337	
19.820	8861.322	47.821	0.386	
19.820	8861.271	41.711	0.369	
19.820	8861.219	38.987	0.378	
19.820	8861.167	41.273	0.334	
19.820	8861.115	38.250	0.407	
19.820	8861.064	39.708	0.404	
19.820	8861.012	35.988	0.290	
19.820	8860.960	38.487	0.309	
19.820	8860.909	37.382	0.334	
19.820	8860.857	36.878	0.308	
19.820	8860.805	49.378	0.388	
19.819	8860.754	37.565	0.318	
19.819	8860.702	40.861	0.345	
19.819	8860.651	44.723	0.346	
19.819	8860.599	40.711	0.364	
19.819	8860.548	38.319	0.367	
19.819	8860.496	38.548	0.381	
19.819	8860.445	39.017	0.405	
19.819	8860.393	40.051	0.368	
19.819	8860.342	42.352	0.348	
19.819	8860.291	41.454	0.396	
19.819	8860.239	34.092	0.333	
19.819	8860.188	43.428	0.389	
19.819	8860.137	32.005	0.277	
19.818	8860.086	48.903	0.419	
19.818	8860.035	33.193	0.305	
19.818	8859.983	43.219	0.370	
19.818	8859.932	41.743	0.344	
19.818	8859.881	45.418	0.398	
19.818	8859.830	34.804	0.341	
19.818	8859.779	38.468	0.414	
19.818	8859.728	45.253	0.389	
19.818	8859.677	45.143	0.386	
19.818	8859.626	40.682	0.387	
19.818	8859.575	41.247	0.370	
19.818	8859.524	38.892	0.309	
19.818	8859.473	46.761	0.387	
19.817	8859.422	36.802	0.322	
19.817	8859.371	41.029	0.375	
19.817	8859.320	38.274	0.359	
19.817	8859.270	39.890	0.314	
19.817	8859.219	48.285	0.367	
19.817	8859.168	38.959	0.342	
19.817	8859.117	44.948	0.360	
19.817	8859.067	41.716	0.341	
19.817	8859.016	33.061	0.289	
19.817	8858.965	41.669	0.370	
19.817	8858.915	35.108	0.299	
19.817	8858.864	44.467	0.356	
19.817	8858.814	40.550	0.396	
19.817	8858.763	41.925	0.392	
19.816	8858.712	36.664	0.322	
19.816	8858.662	39.070	0.428	
19.816	8858.611	42.712	0.400	
19.816	8858.561	34.829	0.295	
19.816	8858.511	36.514	0.295	
19.816	8858.460	38.909	0.359	
19.816	8858.410	41.239	0.348	
19.816	8858.359	45.548	0.400	
19.816	8858.309	45.940	0.333	
19.816	8858.259	45.386	0.355	
19.816	8858.209	43.638	0.418	
19.816	8858.158	42.056	0.397	
19.816	8858.108	41.901	0.369	
19.815	8858.058	42.748	0.394	
19.815	8858.008	45.634	0.399	
19.815	8857.958	46.663	0.355	
19.815	8857.907	38.137	0.373	
19.815	8857.857	37.050	0.347	
19.815	8857.807	44.909	0.397	
19.815	8857.757	37.763	0.345	
19.815	8857.707	45.028	0.354	
19.815	8857.657	41.304	0.419	
19.815	8857.607	43.120	0.371	
19.815	8857.557	43.008	0.383	
19.815	8857.507	45.014	0.377	
19.815	8857.457	43.040	0.347	
19.815	8857.408	43.979	0.339	
19.814	8857.358	47.962	0.378	
19.814	8857.308	41.928	0.370	
19.814	8857.258	42.285	0.361	
19.814	8857.208	46.324	0.434	
19.814	8857.159	43.310	0.357	
19.814	8857.109	48.906	0.416	
19.814	8857.059	46.132	0.362	
19.814	8857.009	43.880	0.390	
19.814	8856.960	36.098	0.382	
19.814	8856.910	42.904	0.379	
19.814	8856.861	38.876	0.368	
19.814	8856.811	44.277	0.383	
19.814	8856.761	43.266	0.362	
19.813	8856.712	43.052	0.386	
19.813	8856.662	51.811	0.411	
19.813	8856.613	36.487	0.341	
19.813	8856.563	43.692	0.405	
19.813	8856.514	41.247	0.421	
19.813	8856.465	39.336	0.354	
19.813	8856.415	40.159	0.352	
19.813	8856.366	40.854	0.415	
19.813	8856.316	44.851	0.343	
19.813	8856.267	39.523	0.408	
19.813	8856.218	41.671	0.351	
19.813	8856.169	37.918	0.375	
19.813	8856.119	41.618	0.336	
19.812	8856.070	46.480	0.419	
19.812	8856.021	42.681	0.337	
19.812	8855.972	39.974	0.325	
19.812	8855.923	39.925	0.354	
19.812	8855.873	44.401	0.385	
19.812	8855.824	44.158	0.348	
19.812	8855.775	35.752	0.351	
19.812	8855.726	41.211	0.398	
19.812	8855.677	46.520	0.407	
19.812	8855.628	48.129	0.379	
19.812	8855.579	38.553	0.286	
19.812	8855.530	47.543	0.395	
19.812	8855.481	44.462	0.354	
19.812	8855.432	47.419	0.454	
19.811	8855.383	37.146	0.364	
19.811	8855.335	39.351	0.364	
19.811	8855.286	44.857	0.378	
19.811	8855.237	40.973	0.376	
19.811	8855.188	39.211	0.344	
19.811	8855.139	40.408	0.343	
19.811	8855.091	40.518	0.353	
19.811	8855.042	43.082	0.382	
19.811	8854.993	49.545	0.352	
19.811	8854.944	42.309	0.346	
19.811	8854.896	42.036	0.408	
19.811	8854.847	42.976	0.403	
19.811	8854.799	40.703	0.338	
19.810	8854.750	40.912	0.337	
19.810	8854.701	38.378	0.321	
19.810	8854.653	37.009	0.370	
19.810	8854.604	42.991	0.381	
19.810	8854.556	41.315	0.386	
19.810	8854.507	44.374	0.392	
19.810	8854.459	41.603	0.402	
19.810	8854.410	42.439	0.376	
19.810	8854.362	41.941	0.370	
19.810	8854.314	40.764	0.415	
19.810	8854.265	37.798	0.327	
19.810	8854.217	51.497	0.439	
19.810	8854.169	41.750	0.335	
19.810	8854.120	47.906	0.425	
19.809	8854.072	46.041	0.385	
19.809	8854.024	37.209	0.356	
19.809	8853.976	40.816	0.329	
19.809	8853.927	39.268	0.399	
19.809	8853.879	42.152	0.364	
19.809	8853.831	45.459	0.407	
19.809	8853.783	47.561	0.427	
19.809	8853.735	39.967	0.397	
19.809	8853.687	38.923	0.331	
19.809	8853.639	42.793	0.394	
19.809	8853.590	38.742	0.342	
19.809	8853.542	37.058	0.330	
19.809	8853.494	38.510	0.380	
19.808	8853.446	39.654	0.350	
19.808	8853.398	39.533	0.359	
19.808	8853.351	44.034	0.392	
19.808	8853.303	41.987	0.393	
19.808	8853.255	43.870	0.351	
19.808	8853.207	41.008	0.381	
